guid,occurrence_by_state,flower_color,flowering_season,plant_size
https://id.biodiversity.org.au/taxon/apni/51290049,"New South Wales, Queensland, Victoria","Black, Brown, Green, Pink, Red, White",,Tree
https://id.biodiversity.org.au/taxon/apni/51290254,Western Australia,"Purple, White","Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51290279,Western Australia,"Pink, Purple",Spring,Small
https://id.biodiversity.org.au/taxon/apni/51290296,Western Australia,"Green, Orange, Red, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51291519,,"Blue, Brown, Green, Grey, Red","Autumn, Spring, Summer",Prostrate
https://id.biodiversity.org.au/taxon/apni/51293434,"New South Wales, Queensland, Victoria","Brown, Pink, White",Spring,Small
https://id.biodiversity.org.au/taxon/apni/51293461,"South Australia, Victoria",Yellow,Spring,Small
https://id.biodiversity.org.au/taxon/apni/51293471,Western Australia,"Mauve, Pink",Spring,Small
https://id.biodiversity.org.au/taxon/apni/51293610,"New South Wales, Queensland, Tasmania, Victoria",Cream,,Tree
https://id.biodiversity.org.au/taxon/apni/51293655,Western Australia,Yellow,"Summer, Winter",Small
https://id.biodiversity.org.au/taxon/apni/51293842,Queensland,Cream,"Spring, Summer",Tree
https://id.biodiversity.org.au/taxon/apni/51294044,"New South Wales, Queensland, Victoria","Cream, Green, Grey, Yellow",Spring,Small
https://id.biodiversity.org.au/taxon/apni/51294059,"New South Wales, Queensland, Victoria","Blue, Green, White","Spring, Winter",Medium
https://id.biodiversity.org.au/taxon/apni/51294182,"Tasmania, Victoria","Grey, Red, Yellow","Summer, Winter",Large
https://id.biodiversity.org.au/taxon/apni/51294302,,"Green, Purple, Yellow","Spring, Summer",Large
https://id.biodiversity.org.au/taxon/apni/51294830,Western Australia,Pink,"Spring, Winter",Small
https://id.biodiversity.org.au/taxon/apni/51294849,Western Australia,Cream,Spring,Small
https://id.biodiversity.org.au/taxon/apni/51294930,Western Australia,Pink,Spring,Small
https://id.biodiversity.org.au/taxon/apni/51294942,Western Australia,"Cream, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/taxon/apni/51298267,Northern Territory,Pink,"Spring, Summer",Groundcover
https://id.biodiversity.org.au/taxon/apni/51299760,Tasmania,"Green, Red, White, Yellow",,Shrub
https://id.biodiversity.org.au/taxon/apni/51299833,Western Australia,"Grey, Purple, Yellow","Summer, Winter",Shrub
https://id.biodiversity.org.au/taxon/apni/51299883,New South Wales,"Orange, Red","Autumn, Winter",Medium
https://id.biodiversity.org.au/taxon/apni/51299886,Western Australia,"Brown, Cream, Pink","Spring, Summer, Winter",Shrub
https://id.biodiversity.org.au/taxon/apni/51300001,"New South Wales, Queensland, South Australia, Tasmania, Victoria, Western Australia","Cream, Green, Red, Yellow","Spring, Winter",Small
https://id.biodiversity.org.au/taxon/apni/51300216,Western Australia,"Green, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51300310,"New South Wales, Northern Territory, Queensland, South Australia, Victoria, Western Australia","Brown, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51300341,"South Australia, Western Australia","Green, Pink, White, Yellow","Autumn, Spring, Winter",Small
https://id.biodiversity.org.au/taxon/apni/51302262,Western Australia,"Brown, Red, Yellow","Spring, Summer",Shrub
https://id.biodiversity.org.au/taxon/apni/51305036,Queensland,"Cream, Purple, White","Spring, Summer, Winter",Large
https://id.biodiversity.org.au/taxon/apni/51310407,"New South Wales, South Australia, Victoria","Green, White, Yellow","Autumn, Spring",
https://id.biodiversity.org.au/taxon/apni/51310513,"New South Wales, Queensland","Black, Cream, Yellow",Spring,Large
https://id.biodiversity.org.au/taxon/apni/51311265,,"Blue, Red","Spring, Winter",Prostrate
https://id.biodiversity.org.au/taxon/apni/51316787,"New South Wales, Queensland","Mauve, Pink, White","Spring, Summer, Winter",Large
https://id.biodiversity.org.au/taxon/apni/51368968,,"Blue, Green",Summer,Small
https://id.biodiversity.org.au/taxon/apni/51399012,Western Australia,"Brown, Crimson, Yellow","Autumn, Spring, Summer",Medium
https://id.biodiversity.org.au/taxon/apni/51399670,"Queensland, South Australia, Tasmania, Victoria",Brown,"Autumn, Spring, Summer",Perennial herb
https://id.biodiversity.org.au/taxon/apni/51401023,"Queensland, Tasmania",Red,"Autumn, Summer, Winter",Large
https://id.biodiversity.org.au/taxon/apni/51401045,,Red,"Autumn, Summer, Winter",Large
https://id.biodiversity.org.au/taxon/apni/51402816,"Queensland, Victoria","Purple, White, Yellow","Spring, Summer, Winter",Large
https://id.biodiversity.org.au/taxon/apni/51402830,Queensland,"Mauve, Purple, White",,Large
https://id.biodiversity.org.au/taxon/apni/51404199,"New South Wales, South Australia, Tasmania, Victoria, Western Australia","Brown, Mauve, Yellow","Spring, Summer",Large
https://id.biodiversity.org.au/taxon/apni/51404584,"New South Wales, Queensland",White,"Spring, Winter",Large
https://id.biodiversity.org.au/taxon/apni/51406503,,"Brown, Yellow","Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51406650,Northern Territory,Green,"Spring, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51407850,"New South Wales, Queensland","Brown, White",Spring,Small
https://id.biodiversity.org.au/taxon/apni/51412154,,Brown,"Autumn, Spring, Summer, Winter",Large
https://id.biodiversity.org.au/taxon/apni/51412226,"New South Wales, Victoria",Brown,"Autumn, Spring, Summer",Medium
https://id.biodiversity.org.au/taxon/apni/51412238,"Northern Territory, Western Australia",Brown,"Spring, Summer, Winter",Medium
https://id.biodiversity.org.au/taxon/apni/51413279,"Queensland, South Australia","Pink, White","Autumn, Summer",Small
https://id.biodiversity.org.au/taxon/apni/51414318,Northern Territory,"Blue, Brown, Mauve, Pink, White","Autumn, Spring, Summer",Medium
NZOR-6-52363,Tasmania,"Cream, Pink, White","Autumn, Summer",Small
